track_id,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,mode,bpm
5hVjoL3sHepZROri63wBxP,0.36,0.776,0.565,8.81e-05,0.308,-10.609,0.105,0.53,1,107.035
0VzBKgimNRMauaqzT2rEnS,0.12,0.817,0.8,3.9e-05,0.187,-4.475,0.108,0.534,1,90.016
1PoJXULCvl03b1fiZmMxmd,0.692,0.816,0.781,0.00928,0.0835,-4.237,0.0425,0.937,0,99.95
06WUUNf7q18NZfjIsQFsfa,0.000179,0.223,0.805,0.814,0.0849,-8.969,0.037,0.25,1,168.165
4fiOTntQKr24p07FvQDHZE,0.000405,0.227,0.995,0.393,0.127,-4.361,0.173,0.0363,0,87.499
60fUDmIWuKhngaeBIVhqIV,9.59e-05,0.513,0.88,0.00614,0.0824,-4.69,0.0309,0.495,0,92.358
3U9gogDStAfWxSm91PJuxb,0.000132,0.31,0.991,0.085,0.0969,-3.769,0.316,0.0395,0,140.071
5u3l2TONYacJgmRPQVaF9y,1.62e-05,0.374,0.92,0.026,0.0802,-4.653,0.0501,0.278,1,191.014
0JBQnLKfLXmlkquabLtAgd,2.33e-06,0.418,0.835,0.766,0.289,-4.824,0.0449,0.549,0,104.986
5uunXHE4kIW6uS4HWAXaOQ,3.19e-06,0.333,0.959,0.0563,0.299,-4.348,0.072,0.242,1,137.052
2T2vudIHfVMA5ychWTU3KA,6.39e-06,0.461,0.961,0.14,0.308,-3.011,0.0479,0.416,1,96.009
6ursmCnbc9oDRGa2yHKkoZ,0.000337,0.428,0.874,0.0419,0.311,-6.664,0.128,0.261,0,119.708
6egRwYsMJ8DVJQAKOjHWou,1.85e-05,0.402,0.99,0.549,0.0749,-2.934,0.126,0.481,0,82.341
4zN21mbAuaD0WqtmaTZZeP,0.0127,0.847,0.69,6e-05,0.0526,-7.877,0.0493,0.692,0,125.004
3XucsgiwXb8KPn9Csf9Zmu,0.0985,0.818,0.728,0.0,0.0917,-5.705,0.0724,0.597,0,124.974
5tf1VVWniHgryyumXyJM7w,0.0185,0.636,0.815,0.0,0.163,-5.098,0.0581,0.636,0,123.063
4ASOMWcJUrwEpjJy4GEijz,0.00552,0.685,0.911,0.0247,0.285,-4.977,0.144,0.351,1,128.02
61UQzeiIluhpzpMdY4ag3q,0.000132,0.814,0.622,0.72,0.0658,-7.573,0.0492,0.726,1,119.976
4xbXuRfZ2ZLktw5QEdGYnX,0.0246,0.609,0.801,0.00255,0.37,-8.483,0.0694,0.202,0,122.958
1HrMWH5GUdK6Yi94rbANJA,0.0245,0.706,0.74,0.512,0.135,-7.904,0.0325,0.444,1,122.007
44xO8889yUQHn70P73NILS,0.129,0.629,0.876,1.39e-06,0.29,-5.572,0.0408,0.645,0,124.999
0pIiCv0GdhtsOjCJ5Y7zHj,0.000701,0.639,0.769,0.742,0.0553,-5.077,0.0383,0.177,1,123.983
7me5d5XmtCCfbDk3SsyXqM,0.0729,0.662,0.872,0.016,0.156,-4.874,0.0318,0.372,0,121.989
5sJiLlgQKBL81QCTOkoLB5,0.172,0.716,0.783,0.0346,0.0327,-12.876,0.0496,0.952,0,121.306
67zr6xdiSAhsuyvL2Dczc1,0.000943,0.65,0.921,0.619,0.0588,-3.711,0.0563,0.77,0,120.941
4PyhlL1vrSvPlhYLdphszr,0.0787,0.677,0.935,0.376,0.0787,-11.55,0.0514,0.965,0,120.11
3829oHimRwuUHePcD2Jj7S,0.264,0.763,0.81,0.000563,0.0823,-8.943,0.0545,0.496,0,128.24
4ncFRft2xEs4kanULQjaOz,0.108,0.621,0.485,0.13,0.156,-13.429,0.219,0.14,0,183.391
4HFfI1cHi6dTkFY9Y1tabr,0.000323,0.832,0.854,0.555,0.0303,-5.498,0.0441,0.918,1,130.035
5vOSahSFyo87bRpf3yoBNg,0.0692,0.797,0.343,0.362,0.479,-15.334,0.0495,0.536,1,119.988
0ISxyAhfop0MoMeAUw72RN,0.000372,0.616,0.995,0.952,0.112,-3.647,0.114,0.772,1,137.514
7N3FfUFMud1rjI6Vgw71mm,0.153,0.714,0.878,0.811,0.0871,-6.209,0.065,0.509,1,128.103
77u4D7eaO0T6zVby7kybyP,0.0197,0.805,0.602,0.803,0.26,-10.572,0.0606,0.869,0,125.126
2grjqo0Frpf2okIBiifQKs,0.168,0.697,0.832,0.00131,0.269,-7.264,0.0298,0.979,1,125.926
5ubvP9oKmxLUVq506fgLhk,0.0288,0.702,0.773,0.00871,0.147,-9.256,0.0343,0.953,0,103.564
4cOdK2wGLETKBW3PvgPWqT,0.115,0.721,0.939,3.79e-05,0.108,-11.823,0.0376,0.914,1,113.309
0ikz6tENMONtK6qGkOrU3c,0.271,0.62,0.573,0.0,0.0607,-11.893,0.0423,0.897,1,81.548
4y1LsJpmMti1PfRQV9AWWe,0.22,0.71,0.799,0.000602,0.349,-4.897,0.0328,0.725,1,120.372
3koCCeSaVUyrRo3N2gHrd8,0.121,0.869,0.648,2.17e-05,0.126,-8.698,0.0633,0.9,0,125.035
49X0LAl6faAusYq02PRAY6,0.00793,0.72,0.808,0.0293,0.0634,-5.627,0.0379,0.869,1,126.041
4UDmDIqJIbrW0hMBQMFOsM,0.113,0.707,0.535,0.00615,0.0884,-19.793,0.0436,0.641,0,103.644
7wuJGgpTNzbUyn26IOY6rj,0.145,0.431,0.723,0.0,0.374,-5.887,0.0568,0.19,1,130.141
2cX2coZS1PYBfPs8wgbdWE,0.175,0.601,0.703,8.4e-05,0.571,-6.24,0.0379,0.673,1,106.164
5k3U0OGYBccHdKJJu3HrUN,0.617,0.408,0.313,1.18e-05,0.115,-18.09,0.137,0.725,1,170.013
2stkLJ0JNcXkIRDNF3ld6c,0.817,0.689,0.333,5.13e-06,0.285,-12.134,0.0307,0.471,0,115.835
3IPnBzGRMg6BfViFxxa0Gq,0.262,0.737,0.637,0.0,0.319,-6.308,0.0735,0.537,0,100.033
7tUSJY4nsDBJTjd1UXKRsT,0.92,0.274,0.144,0.000388,0.29,-14.516,0.0482,0.302,1,61.551
2yi7HZrBOC4bMUSTcs4VK6,0.85,0.306,0.121,0.000176,0.257,-15.551,0.0554,0.166,0,174.053
6oYkwjI1TKP9D0Y9II1GT7,0.708,0.511,0.475,0.0,0.105,-14.667,0.161,0.819,1,98.957
70b5Sq3ePOu3Gqg0hjlOtR,0.815,0.354,0.411,1e-06,0.106,-6.018,0.0344,0.43,1,90.831
0HU5JnVaKNTWf6GykV9Zn8,0.0634,0.402,0.391,0.0,0.296,-16.112,0.0406,0.568,1,83.789
4Xbotg4PCLJw9cDx2dtZLK,0.613,0.566,0.543,0.0,0.106,-4.485,0.0314,0.299,1,89.937
1lOSxJNCLvWm2bYaTcTSmK,0.829,0.403,0.259,1.61e-06,0.0451,-11.371,0.166,0.473,1,69.283
6LW3Z1GqbL78TIjfDyg4zp,0.0228,0.516,0.915,0.000789,0.125,-2.498,0.0562,0.0398,1,174.032
5UvLQncwvEGiRLn0xEZw45,0.0296,0.582,0.791,0.105,0.118,-3.643,0.0427,0.0422,0,174.01
2qugfmw9Hi27DyIo2gite4,0.255,0.451,0.948,0.0,0.392,-0.74,0.147,0.295,1,176.985
0a2cA9H6KuOsoHLCnjl6YL,0.0485,0.485,0.969,0.664,0.192,-0.517,0.0561,0.448,0,173.941
5cRDn5aGMLvWsldoRmOOz0,0.0355,0.544,0.942,0.435,0.631,-2.552,0.0464,0.303,0,173.97
507UUx311ghfFTMSuHUeyS,0.133,0.537,0.906,0.0187,0.319,-1.167,0.0651,0.504,0,173.898
1LrYRj1iFsm9QJ72YqPTLY,0.0997,0.484,0.815,0.0,0.164,-3.833,0.0542,0.353,1,171.079
2jtlU6H5C9WFB0x72f6YGo,0.0354,0.582,0.821,0.121,0.083,-4.304,0.0497,0.0373,1,86.013
4pfu1lEKJhRGTQf64cQPXd,0.0342,0.454,0.782,0.0,0.173,-3.539,0.0498,0.286,0,174.851
04OxTCLGgDKfO0MMA2lcxv,0.00523,0.45,0.846,0.0,0.228,-4.712,0.0472,0.402,0,140.042
7xnElMPFCmSlMJ0AY2hnxc,0.261,0.682,0.543,0.0,0.108,-8.66,0.0688,0.112,1,127.526
3WBRfkOozHEsG0hbrBzwlm,0.0191,0.55,0.648,0.0,0.0999,-6.542,0.0309,0.323,1,156.957
5zviMoAeuerK1Rd58qXASv,0.117,0.352,0.666,1.81e-06,0.0934,-4.909,0.0512,0.227,1,169.965
39glqzRVRAy4vq3PqeTGb8,0.0589,0.452,0.465,0.000524,0.095,-10.006,0.0344,0.0832,0,149.586
3bEkAkaKjxaC7DubsfCo1t,0.0243,0.404,0.789,0.000231,0.226,-4.516,0.0566,0.159,1,154.858
7ixiCZEHWHc8FxaQXQh2P4,0.825,0.722,0.605,0.0178,0.248,-6.07,0.153,0.709,1,165.998
2CgOd0Lj5MuvOqzqdaAXtS,0.00293,0.276,0.796,0.0,0.184,-4.499,0.0579,0.26,1,199.526
1g7j5AxiNKTGjryhFIlAsA,0.0539,0.521,0.892,0.0,0.117,-4.029,0.0433,0.369,1,96.991
5dAtKXyrQoQW054LZqJ5dP,0.00153,0.428,0.877,0.00372,0.0943,-4.722,0.0835,0.113,0,75.518
6pooRNiLyYpxZeIA5kJ5EX,0.0128,0.643,0.594,0.0,0.118,-5.453,0.0318,0.442,1,144.033
7xnElMPFCmSlMJ0AY2hnxc,0.261,0.682,0.543,0.0,0.108,-8.66,0.0688,0.112,1,127.526
3WBRfkOozHEsG0hbrBzwlm,0.0191,0.55,0.648,0.0,0.0999,-6.542,0.0309,0.323,1,156.957
5zviMoAeuerK1Rd58qXASv,0.117,0.352,0.666,1.81e-06,0.0934,-4.909,0.0512,0.227,1,169.965
39glqzRVRAy4vq3PqeTGb8,0.0589,0.452,0.465,0.000524,0.095,-10.006,0.0344,0.0832,0,149.586
3bEkAkaKjxaC7DubsfCo1t,0.0243,0.404,0.789,0.000231,0.226,-4.516,0.0566,0.159,1,154.858
2CgOd0Lj5MuvOqzqdaAXtS,0.00293,0.276,0.796,0.0,0.184,-4.499,0.0579,0.26,1,199.526
1g7j5AxiNKTGjryhFIlAsA,0.0539,0.521,0.892,0.0,0.117,-4.029,0.0433,0.369,1,96.991
5dAtKXyrQoQW054LZqJ5dP,0.00153,0.428,0.877,0.00372,0.0943,-4.722,0.0835,0.113,0,75.518
6pooRNiLyYpxZeIA5kJ5EX,0.0128,0.643,0.594,0.0,0.118,-5.453,0.0318,0.442,1,144.033
786ymAh5BmHoIpvjyrvjXk,0.453,0.444,0.35,0.109,0.0824,-7.194,0.0483,0.0973,1,95.979
4uUG5RXrOk84mYEfFvj3cK,0.00383,0.561,0.965,7.07e-06,0.371,-3.673,0.0343,0.304,0,128.04
3uUuGVFu1V7jTQL60S1r8z,0.515,0.671,0.636,0.000411,0.172,-8.117,0.103,0.262,0,120.966
10xV5l9nhLvFpR8mqzs0bL,0.121,0.912,0.774,0.0127,0.101,-4.673,0.0455,0.632,0,119.966
7fZBQnc0zXwVybgCIrQQil,0.0582,0.845,0.797,5.57e-06,0.167,-4.984,0.139,0.422,1,121.985
0ct6r3EGTcMLPtrXHDvVjc,0.0166,0.527,0.835,0.0,0.249,-5.298,0.0433,0.654,1,125.983
18asYwWugKjjsihZ0YvRxO,0.0301,0.754,0.763,2.23e-05,0.0901,-4.627,0.0435,0.464,0,117.953
6RUKPb4LETWmmr3iAEQktW,0.0498,0.617,0.635,1.44e-05,0.164,-6.769,0.0317,0.446,0,103.019
4qu63nuBpdn0qHUHuObEj1,0.00226,0.721,0.738,4.41e-06,0.118,-4.77,0.0403,0.637,1,119.976
0nrRP2bk19rLc0orkWPQk2,0.0038,0.532,0.783,0.0012,0.161,-5.697,0.0523,0.643,1,124.08
1bgKMxPQU7JIZEhNsM1vFs,0.0245,0.739,0.586,0.000252,0.308,-5.079,0.0472,0.444,0,124.026
7ef4DlsgrMEH11cDZd32M6,0.037,0.791,0.862,2.19e-05,0.0814,-3.24,0.11,0.592,0,123.994
0xzI1KAr0Yd9tv8jlIk3sn,0.0185,0.762,0.861,0.0,0.264,-3.296,0.0955,0.955,1,120.048
10xV5l9nhLvFpR8mqzs0bL,0.121,0.912,0.774,0.0127,0.101,-4.673,0.0455,0.632,0,119.966
7fZBQnc0zXwVybgCIrQQil,0.0582,0.845,0.797,5.57e-06,0.167,-4.984,0.139,0.422,1,121.985
3ZCTVFBt2Brf31RLEnCkWJ,0.902,0.704,0.225,0.657,0.106,-14.454,0.0994,0.243,0,120.006
2qxmye6gAegTMjLKEBoR3d,0.74,0.652,0.557,0.0,0.124,-5.714,0.0318,0.483,0,150.073
6RUKPb4LETWmmr3iAEQktW,0.0498,0.617,0.635,1.44e-05,0.164,-6.769,0.0317,0.446,0,103.019
4qu63nuBpdn0qHUHuObEj1,0.00226,0.721,0.738,4.41e-06,0.118,-4.77,0.0403,0.637,1,119.976
04sN26COy28wTXYj3dMoiZ,0.896,0.614,0.318,0.00239,0.0795,-12.695,0.0478,0.112,1,119.959
1bgKMxPQU7JIZEhNsM1vFs,0.0245,0.739,0.586,0.000252,0.308,-5.079,0.0472,0.444,0,124.026
0lYBSQXN6rCTvUZvg9S0lU,0.0863,0.649,0.716,2.63e-05,0.135,-5.371,0.0349,0.163,1,99.988
4pTkDIlpFNoeWbahu8pVXW,0.312,0.663,0.578,0.906,0.109,-9.079,0.0687,0.553,1,86.986
6IPNp9PfaEqrzotY47TIWy,0.00406,0.8,0.837,0.00313,0.0904,-2.807,0.0491,0.702,0,100.015
0g5EKLgdKvNlln7TNqBByK,0.0141,0.583,0.695,0.0,0.0527,-5.336,0.0423,0.224,1,104.879
3r44Otr6SVUja3SYsCuhVY,0.216,0.684,0.605,0.941,0.103,-8.678,0.0634,0.768,0,104.647
4w8niZpiMy6qz1mntFA5uM,0.157,0.842,0.801,4.82e-06,0.0642,-4.167,0.228,0.617,0,95.881
6osaMSJh9NguagEDQcZaKx,0.278,0.694,0.758,1.34e-06,0.102,-2.986,0.218,0.371,1,192.091
2aJDlirz6v2a4HREki98cP,0.0158,0.853,0.798,0.948,0.0967,-7.995,0.068,0.42,0,129.983
0KoiMHhqKLoL4xM54rcWYY,0.157,0.842,0.801,4.82e-06,0.0642,-4.167,0.228,0.617,0,95.881
0U0ldCRmgCqhVvD6ksG63j,0.00842,0.532,0.874,0.012,0.452,-5.183,0.0482,0.361,0,91.038
5TXDeTFVRVY7Cvt0Dw4vWW,0.782,0.746,0.251,0.00203,0.106,-16.169,0.259,0.18,0,139.999
2ZRo7axmMPeSVUvDbGkJah,0.661,0.592,0.457,0.000331,0.146,-6.081,0.0603,0.225,0,146.04
3GVkPk8mqxz0itaAriG1L7,0.847,0.734,0.57,2.14e-05,0.112,-7.066,0.133,0.689,0,129.953
7m9OqQk4RVRkw9JJdeAw96,0.469,0.872,0.391,4.13e-06,0.297,-9.144,0.242,0.437,0,134.021
7AQim7LbvFVZJE3O8TYgf2,0.0172,0.797,0.533,0.000152,0.103,-9.74,0.0412,0.329,0,131.036
3ee8Jmje8o58CHK66QrVC2,0.258,0.74,0.613,0.00372,0.123,-4.88,0.145,0.473,1,75.023
0JP9xo3adEtGSdUEISiszL,0.556,0.921,0.537,0.00404,0.102,-5.723,0.0804,0.711,0,128.009
7floNISpH8VF4z4459Qo18,0.259,0.763,0.726,0.0,0.0976,-6.405,0.282,0.349,1,139.059
4jvjzW7Hm0yK4LvvE0Paz9,0.0175,0.669,0.574,0.00294,0.146,-6.442,0.0286,0.273,0,120.013
7j31rVgGX9Q2blT92VBEA0,0.0506,0.463,0.857,0.0,0.184,-3.063,0.0632,0.856,1,111.647
1Fid2jjqsHViMX6xNH70hE,0.0529,0.4,0.479,2.14e-06,0.115,-7.989,0.0308,0.213,0,166.159
40riOy7x9W7GXjyGp4pjAv,0.00574,0.579,0.508,0.000494,0.0575,-9.484,0.027,0.609,1,147.125
3hRV0jL3vUpRrcy398teAU,0.969,0.544,0.369,0.279,0.639,-9.514,0.038,0.102,1,87.01
7yq4Qj7cqayVTp3FF9CWbm,0.431,0.484,0.731,0.0,0.151,-6.694,0.0379,0.51,1,101.654
2ihCaVdNZmnHZWt0fvAM7B,0.0206,0.457,0.757,0.0,0.146,-5.177,0.032,0.417,1,102.961
3JvrhDOgAt6p7K8mDyZwRd,0.431,0.484,0.731,0.0,0.151,-6.694,0.0379,0.51,1,101.654
3yrSvpt2l1xhsV9Em88Pul,0.185,0.491,0.583,0.0,0.406,-10.964,0.0376,0.908,1,150.566
5NORWMFC27ywGSZxi8uquP,0.613,0.664,0.573,0.000363,0.0857,-6.519,0.0277,0.566,1,76.023
1K3LRUEcUz5FMtPYyg0F45,0.765,0.682,0.471,0.0,0.0908,-9.182,0.0301,0.421,1,79.907
2ixsaeFioXJmMgkkbd4uj1,0.0846,0.717,0.455,0.0,0.11,-8.303,0.0276,0.389,1,127.812
0YIn7WsGky3S0ugXcRaBbR,0.712,0.644,0.754,0.0,0.409,-5.874,0.0681,0.655,1,154.973
2xADGxc3wNQk9YBSWIROyx,0.129,0.624,0.938,0.0,0.327,-1.145,0.0644,0.836,0,149.887
1Rs9ecHoATzaBXb1BaSl2p,0.581,0.495,0.754,0.0,0.771,-5.168,0.0514,0.599,1,155.612
03oCa1emECqILi28HObI4D,0.466,0.558,0.78,0.0,0.187,-3.082,0.0549,0.692,0,156.002
3nRooNh2wzDNXEy9KUnecK,0.827,0.599,0.664,0.0,0.293,-5.747,0.0408,0.452,1,139.902
4VWlZb7Xiq1Im9Abzhe9fp,0.335,0.633,0.877,0.0,0.128,-5.182,0.0526,0.913,1,162.032
1jyjRONEHBiPO3rcNQSLk8,0.547,0.642,0.678,0.000136,0.168,-5.299,0.0346,0.887,1,156.022
7zuRphSG633kVAgopDVdHY,0.122,0.326,0.914,0.0,0.397,-3.895,0.0474,0.672,1,133.047
03QwdCYh1MoMsmyJAUkoE1,0.47,0.633,0.814,0.0,0.399,-3.398,0.0336,0.74,1,133.045
5KYSxBduEiyFgFOWpc4kJa,0.234,0.508,0.932,0.0042,0.13,-4.366,0.0444,0.923,1,133.065
5ZduaRci3iNUiDfJbBfAaf,0.00116,0.874,0.869,0.00238,0.164,-5.996,0.0315,0.726,0,126.027
6PrB4KpvuoYWtwjPC5a44S,0.306,0.603,0.802,5.06e-05,0.124,-5.089,0.111,0.787,0,130.121
6OZwia8loN0aPS0vTvsBjR,0.301,0.66,0.72,0.0,0.226,-5.874,0.0753,0.628,0,99.937
1MqzIgGsHP4cNjPboevsfq,0.103,0.594,0.698,0.0,0.173,-8.645,0.0428,0.376,0,119.991
0z3bi63SNZ5ylyHOzb81Uq,0.167,0.752,0.669,0.0,0.0795,-9.817,0.251,0.627,0,155.997
6GyFP1nfCDB8lbD2bG0Hq9,0.0182,0.507,0.729,1.4e-06,0.0658,-5.399,0.0393,0.272,0,105.013
65uoaqX5qcjXZRheAj1qQT,0.184,0.669,0.449,0.0,0.0729,-7.658,0.0489,0.327,0,114.926
6KHsTu4Ht4XYiWcZOOdwbW,0.439,0.745,0.801,1.13e-06,0.519,-6.545,0.724,0.486,0,143.011
3TVUW7bJJWDOonkVCZxfLV,0.361,0.734,0.532,0.0,0.105,-9.038,0.102,0.491,0,138.043
6nGeLlakfzlBcFdZXteDq7,0.815,0.375,0.255,0.0,0.0845,-12.279,0.0376,0.331,0,95.978
1DIXPcTDzTj8ZMHt3PDt8p,0.0655,0.647,0.514,0.0,0.398,-10.05,0.0593,0.386,1,79.975
503OTo2dSqe7qk76rgsbep,0.16,0.816,0.775,0.00031,0.0543,-3.323,0.234,0.527,1,93.431
3IAfUEeaXRX9s9UdKOJrFI,0.152,0.812,0.736,0.00254,0.0914,-5.421,0.0833,0.396,0,91.993
2grjqo0Frpf2okIBiifQKs,0.168,0.697,0.832,0.00131,0.269,-7.264,0.0298,0.979,1,125.926
48UPSzbZjgc449aqz8bxox,0.0021,0.592,0.767,0.00165,0.127,-2.788,0.027,0.328,0,96.483
2qOm7ukLyHUXWyR4ZWLwxA,0.33,0.798,0.744,0.000106,0.292,-5.328,0.136,0.794,0,82.356
3ZOEytgrvLwQaqXreDs2Jx,0.0179,0.618,0.938,0.0,0.167,-3.442,0.0456,0.875,1,91.455
3d9DChrdc6BOeFsbrZ3Is0,0.0576,0.559,0.345,0.000105,0.141,-13.496,0.0459,0.458,1,84.581
7tqhbajSfrz2F7E1Z75ASX,0.43,0.663,0.6,0.0,0.184,-10.87,0.032,0.8,1,129.991
4LwU4Vp6od3Sb08CsP99GC,0.0281,0.922,0.909,0.0,0.0856,-2.429,0.27,0.309,0,95.295
5XeFesFbtLpXzIVDNQP22n,0.136,0.464,0.417,0.022,0.0974,-9.345,0.0256,0.479,0,67.528
5FVd6KXrgO9B3JPmC8OPst,0.186,0.548,0.532,0.000263,0.217,-7.596,0.0323,0.405,1,85.03
0BxE4FqsDD1Ot4YuBXwAPp,0.00287,0.526,0.866,7.78e-05,0.0945,-5.822,0.0568,0.248,1,140.266
086myS9r57YsLbJpU0TgK9,0.0483,0.691,0.631,1.13e-05,0.104,-6.478,0.0368,0.8,1,92.004
2AT8iROs4FQueDv2c8q2KE,0.00616,0.288,0.758,0.0,0.303,-5.692,0.0371,0.619,0,97.094
11iIikXxC6NP0Ma8vMD27x,0.0807,0.467,0.757,0.908,0.0876,-5.093,0.033,0.433,1,82.282
0NdTUS4UiNYCNn5FgVqKQY,0.249,0.728,0.638,0.0,0.116,-6.455,0.0336,0.872,0,130.014
3jfZ9M23l0L7RxzYMTgBTv,0.0884,0.682,0.9,0.063,0.0685,-5.028,0.0874,0.937,1,100.721
2x8evxqUlF0eRabbW2JBJd,0.00146,0.654,0.828,0.000144,0.122,-5.377,0.0281,0.79,0,112.056
5ruzrDWcT0vuJIOMW7gMnW,0.0113,0.593,0.749,0.106,0.314,-5.67,0.0475,0.649,1,164.959
7nFJSfGvvV0WjatTZN6QYi,0.145,0.798,0.806,0.0,0.13,-5.841,0.355,0.82,1,138.082
09IStsImFySgyp0pIQdqAc,0.171,0.753,0.657,0.0,0.112,-3.061,0.0449,0.437,1,107.01
34xGLuxM0rkxhCVyMSqwJO,0.427,0.884,0.581,0.000206,0.0759,-8.813,0.0378,0.728,1,114.016
3kcKlOkQQEPVwxwljbGJ5p,0.184,0.623,0.727,2.02e-05,0.309,-5.57,0.0562,0.4,0,125.975
5YaskwnGDZFDRipaqzbwQx,0.194,0.669,0.784,6.28e-06,0.115,-5.603,0.112,0.517,1,125.993
3ovjw5HZZv43SxTwApooCM,0.315,0.452,0.524,0.0,0.103,-10.108,0.0351,0.246,1,151.505
0oA9wBGDY4uyILLg4GymWP,0.376,0.68,0.428,0.000344,0.355,-8.107,0.135,0.334,0,98.222
3H7ihDc1dqLriiWXwsc2po,0.223,0.789,0.72,0.0,0.129,-5.652,0.218,0.664,0,122.031
2XRn6Qu0Wd1KvOND8JbaTx,0.287,0.839,0.412,0.000796,0.101,-8.816,0.0935,0.607,0,139.901
50Td3qilgs8BLtv8mHyT1t,0.643,0.599,0.465,1.57e-06,0.149,-4.95,0.0314,0.0678,1,113.82
4rQSLX4qMiUWL81hEQOuPY,0.303,0.701,0.68,1.51e-05,0.159,-8.492,0.0264,0.704,1,90.607
29ZrGQad8homm9iN5mZQlp,0.408,0.457,0.633,0.0,0.345,-6.056,0.0315,0.224,1,137.956
0bMAWV9DDN2fllpvCtpzWl,0.0206,0.423,0.74,0.0,0.523,-5.309,0.0344,0.166,0,135.906
2YOZHcypOnfbG5cfsSpW4N,0.235,0.43,0.706,0.0,0.107,-7.743,0.0538,0.085,1,131.816
6bA5Bt4d2drlsBOYAghABi,0.598,0.368,0.519,1.11e-05,0.313,-9.827,0.0448,0.183,1,133.879
3D04V5vUxtcanSIwVEIMW8,0.762,0.418,0.452,0.0,0.822,-7.619,0.0304,0.225,1,139.261
1HucuOdAhqUgPNgZJoFB3K,0.526,0.254,0.619,0.0,0.692,-6.779,0.0369,0.311,1,138.093
2OmZjKpXjbDWXEsw1JEy1x,0.836,0.333,0.24,4.72e-05,0.0963,-12.006,0.0312,0.251,1,71.374
47zHQVLf1JANzOYVX2bsVB,0.435,0.612,0.492,0.0,0.559,-6.956,0.0476,0.5,1,117.878
7zqF7owVpOCqpCd51iYyUJ,0.601,0.395,0.523,0.0,0.683,-8.592,0.0349,0.215,1,133.989
0ZNYGrmcehorhh9JOeg5Iv,0.726,0.714,0.306,0.168,0.0924,-12.111,0.0388,0.314,1,129.984
11X4Gw3T4hoktVruLgTnm1,0.974,0.554,0.15,0.735,0.0698,-16.746,0.0338,0.314,1,87.956
5Ng6UbryNd3eds2zQk9MUf,0.0107,0.415,0.853,0.000499,0.536,-11.098,0.038,0.302,1,148.494
0JBQnLKfLXmlkquabLtAgd,2.33e-06,0.418,0.835,0.766,0.289,-4.824,0.0449,0.549,0,104.986
5VToMJACRoeT0YZNs5CYyp,4.94e-05,0.286,0.914,0.000255,0.0838,-3.929,0.0905,0.485,1,140.042
4eGHEHqoDMMejzPhRFTc7p,0.024,0.474,0.977,0.604,0.0931,-8.651,0.15,0.0449,0,100.557
0eV3PB3T0OxW4feG1DlOjQ,0.000431,0.577,0.901,3.59e-06,0.672,-5.981,0.0492,0.337,1,90.997
0WPOxxoEVoglAvhqroDpQA,0.161,0.737,0.436,0.106,0.16,-9.146,0.0555,0.36,1,83.022
6Q9kdCHXpAef5YbKXKeG9M,0.118,0.601,0.251,0.104,0.115,-17.626,0.0348,0.27,1,116.49
4XBtYPGMAYJkuJu2w4pmYl,0.00115,0.505,0.932,0.000195,0.135,-2.894,0.0412,0.486,0,120.008
2vjoV2tKJMfhLCPjPa9dWt,3.78e-05,0.244,0.986,0.831,0.133,-4.149,0.1,0.177,1,117.005
2L4hnHW64BwupvbJHPAFGW,2.23e-06,0.144,0.993,0.597,0.311,-4.663,0.124,0.238,0,76.399
64syMK7oo9VPihJBj1IBGH,1.22e-05,0.184,0.954,0.804,0.0932,-7.719,0.103,0.222,1,83.346
5Nodfi0wQT9QANl0KlAo7B,3.26e-05,0.348,0.923,0.0862,0.183,-3.543,0.0623,0.391,1,106.152
38XmF28XW6a7g44JhZdsDT,0.000562,0.441,0.997,0.019,0.147,-4.928,0.19,0.0314,1,150.036
28kizMSvL3DcCGINWSOUjq,6.69e-05,0.345,0.975,0.691,0.312,-3.573,0.251,0.164,0,115.231
6Y9hbtN9uwTH8YCfaEKoNz,7.93e-06,0.328,0.995,0.236,0.214,-3.674,0.235,0.0381,1,172.243
2ChIRDmcpyP9F7kit0O73V,6.21e-06,0.248,0.98,0.388,0.0763,-3.718,0.153,0.109,1,146.028
5oIHVkR1P4y277ftTPLpWj,5.03e-06,0.289,0.887,0.861,0.293,-14.387,0.0963,0.478,1,148.655
5FUCZUiW0cE1t9iCWbQPWE,0.000152,0.261,0.977,0.00165,0.0769,-5.878,0.0886,0.316,0,95.847
4zN21mbAuaD0WqtmaTZZeP,0.0127,0.847,0.69,6e-05,0.0526,-7.877,0.0493,0.692,0,125.004
3XucsgiwXb8KPn9Csf9Zmu,0.0985,0.818,0.728,0.0,0.0917,-5.705,0.0724,0.597,0,124.974
4ASOMWcJUrwEpjJy4GEijz,0.00552,0.685,0.911,0.0247,0.285,-4.977,0.144,0.351,1,128.02
7fcfNW0XxTWlwVlftzfDOR,0.000155,0.43,0.704,0.00221,0.0933,-8.008,0.0804,0.703,0,118.242
61UQzeiIluhpzpMdY4ag3q,0.000132,0.814,0.622,0.72,0.0658,-7.573,0.0492,0.726,1,119.976
2SgbR6ttzoNlCRGQOKjrop,0.00437,0.415,0.908,0.0345,0.082,-9.701,0.0765,0.437,1,114.816
6GqqGv8frU7kqzXkm2rewI,0.00839,0.664,0.828,0.0,0.294,-6.053,0.0404,0.82,1,103.985
