track_id,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,mode,bpm
44xO8889yUQHn70P73NILS,0.129,0.629,0.876,1.39e-06,0.29,-5.572,0.0408,0.645,0,124.999
7me5d5XmtCCfbDk3SsyXqM,0.0729,0.662,0.872,0.016,0.156,-4.874,0.0318,0.372,0,121.989
0ztqey3VhIZ3WINFu8kCo1,0.137,0.726,0.78,0.914,0.0985,-6.312,0.0414,0.0742,0,119.984
60a0Rd6pjrkxjPbaKzXjfq,0.00958,0.556,0.864,0.0,0.209,-5.87,0.0584,0.4,0,105.143
5UWwZ5lm5PKu6eKsHAGxOk,5.99e-05,0.413,0.881,0.000308,0.0805,-5.541,0.0367,0.364,0,158.066
2nLtzopw4rPReszdYBJU6h,0.0046,0.496,0.863,0.0,0.639,-4.153,0.0381,0.243,1,110.018
4CeeEOM32jQcH3eN9Q2dGj,2.55e-05,0.502,0.912,0.000173,0.106,-4.556,0.0564,0.72,1,116.761
77loZpT5Y5PRP1S451P9Yz,0.0129,0.472,0.671,0.0,0.159,-4.649,0.029,0.0681,1,82.952
6ZOBP3NvffbU4SZcrnt1k6,0.00664,0.545,0.865,1.1e-05,0.168,-5.708,0.0286,0.543,0,99.009
0gmbgwZ8iqyMPmXefof8Yf,0.00135,0.446,0.764,0.0,0.099,-5.042,0.033,0.543,1,172.094
2RsAajgo0g7bMCHxwH3Sk0,0.00016,0.5,0.824,0.00161,0.0916,-5.846,0.0388,0.539,0,120.125
11LmqTE2naFULdEP94AUBa,0.199,0.256,0.641,0.0329,0.0853,-10.283,0.0552,0.382,1,203.006
7x8dCjCr0x6x2lXKujYD34,0.000917,0.433,0.959,0.0,0.028,-4.04,0.0431,0.365,1,172.984
0vB4Vd6PtkJSEnWsmqATnZ,0.764,0.553,0.614,0.0,0.0811,-5.098,0.0306,0.345,1,136.628
6EOpjNGn34eXLJASVcUksY,0.951,0.218,0.0293,0.565,0.228,-31.517,0.0425,0.037,1,68.836
0wqeaDeaKq14IuQESPqBEJ,0.938,0.478,0.212,0.0,0.587,-13.124,0.0516,0.431,1,74.643
1m3BAsNsQAaSNMD2M6vlKY,0.476,0.682,0.752,0.863,0.0768,-9.521,0.0454,0.964,1,81.081
1PINN6x0Riouab3wPSglpp,0.994,0.294,0.00785,0.956,0.0929,-29.64,0.0667,0.173,0,70.958
4WO5q4gmBiPJbv2xqVDADE,0.915,0.43,0.917,0.851,0.0765,-3.801,0.034,0.919,0,102.644
4fryIGUnJQ1XPg2QyasFQ4,0.73,0.532,0.247,0.0,0.18,-15.507,0.0339,0.67,1,87.995
1nHN3m6EzCzKAmDgwoLBMD,0.703,0.547,0.243,0.0,0.163,-16.039,0.0321,0.292,1,134.077
6xKeQgzfjixSUld14qUezm,0.827,0.706,0.112,4.03e-06,0.125,-18.098,0.0391,0.414,1,110.154
4jXvLe7ERO8yIYETDZGU0m,0.987,0.511,0.11,0.947,0.11,-20.248,0.0769,0.13,1,95.946
6iBL6TOzsO75Yz0cG1MO0o,0.198,0.569,0.996,0.0114,0.707,-0.45,0.224,0.461,1,100.02
4Fqm5rqB0WMx0hPOwgRjFr,0.0113,0.702,0.953,0.00193,0.266,-6.347,0.0473,0.507,0,134.027
0L0DM33NAe6PjQ1BB4cEjJ,0.0316,0.531,0.896,0.00723,0.0297,-3.297,0.107,0.34,0,169.955
0OpsdOxCH5frtDmBNRQDEF,0.00103,0.519,0.938,0.103,0.472,-6.244,0.0377,0.501,0,144.006
2zhGnnDewN4kBsVzbqjBtX,0.00139,0.492,0.901,0.0486,0.186,-7.03,0.045,0.104,1,143.014
31JhTEAWmmhZIZTm40pQZr,0.000592,0.53,0.994,0.00708,0.364,-9.629,0.0615,0.681,0,139.992
2d9EgBM9F09IkEG8t9T6L8,0.000595,0.487,0.99,0.843,0.331,-2.282,0.094,0.161,1,160.046
1mCx32u41MITwQIlYTeZ6x,0.00657,0.493,0.929,0.00226,0.0535,-6.767,0.102,0.266,1,154.984
7cR6SJQLubZTtIrAgteiec,0.00112,0.523,0.888,0.0692,0.46,-8.715,0.0359,0.534,0,144.021
56nLHj9HJr3xpbLarnr0l4,0.00792,0.485,0.979,0.00171,0.387,-0.943,0.116,0.432,1,175.074
2HZLXBOnaSRhXStMLrq9fD,0.000235,0.466,0.9,0.00104,0.103,-4.469,0.0447,0.561,1,130.02
2zYzyRzz6pRmhPzyfMEC8s,0.061,0.574,0.913,0.00158,0.156,-4.793,0.133,0.423,0,115.728
08mG3Y1vljYA6bvDt4Wqkj,0.011,0.31,0.7,0.00965,0.0828,-5.678,0.047,0.763,1,188.386
7o2CTH4ctstm8TNelqjb51,0.0866,0.454,0.91,0.0996,0.116,-7.766,0.0448,0.629,1,125.116
57bgtoPSgt236HzfBOd8kj,0.000147,0.502,0.89,0.0117,0.217,-5.175,0.0364,0.259,1,133.52
4bHsxqR3GMrXTxEPLuK5ue,0.127,0.5,0.748,0.0,0.447,-9.072,0.0363,0.514,1,118.852
5MxNLUsfh7uzROypsoO5qe,0.388,0.307,0.433,9.08e-05,0.332,-10.057,0.029,0.224,1,160.9
3YRCqOhFifThpSRFJ1VWFM,0.0163,0.294,0.641,0.22,0.112,-9.316,0.0291,0.226,1,79.759
5sICkBXVmaCQk5aISGR3x1,0.00213,0.577,0.828,0.0114,0.0581,-8.691,0.0298,0.604,0,123.257
2MuWTIM3b0YEAskbeeFE1i,0.000647,0.543,0.836,0.431,0.153,-9.11,0.0353,0.56,0,105.173
7KwZNVEaqikRSBSpyhXK2j,0.145,0.901,0.697,0.0,0.287,-3.439,0.28,0.67,1,93.941
2g8HN35AnVGIk7B8yMucww,0.43,0.78,0.575,0.0,0.143,-7.247,0.273,0.773,0,84.492
26ZzSLUJMmYp5u1hDELEWH,0.000164,0.522,0.914,0.847,0.24,-8.285,0.0379,0.0364,1,137.939
33ZXjLCpiINn8eQIDYEPTD,0.0146,0.763,0.786,0.0114,0.0817,-6.472,0.229,0.504,0,93.857
5ByAIlEEnxYdvpnezg7HTX,0.47,0.889,0.818,0.0,0.179,-4.639,0.253,0.782,1,96.063
119c93MHjrDLJTApCVGpvx,0.57,0.479,0.549,0.0235,0.127,-10.551,0.373,0.576,0,180.985
1vcxF91pWs9uNwDROuiCPB,0.00154,0.554,0.932,0.000142,0.425,-3.424,0.0485,0.478,0,112.49
4INDiWSKvqSKDEu7mh8HFz,0.0128,0.845,0.884,2.1e-06,0.203,-4.506,0.0759,0.904,0,104.536
1oTHteQbmJw15rPxPVXUTv,0.0291,0.897,0.611,0.186,0.0894,-10.489,0.211,0.769,1,102.304
1zzxoZVylsna2BQB65Ppcb,0.0135,0.761,0.899,0.0,0.0719,-3.09,0.183,0.673,0,95.027
3fdK0eZWK2iNOdigAxvDGr,0.0368,0.319,0.861,7.48e-05,0.252,-4.11,0.0544,0.202,1,149.652
6iBL6TOzsO75Yz0cG1MO0o,0.198,0.569,0.996,0.0114,0.707,-0.45,0.224,0.461,1,100.02
1WF4RTvSeDTOQBD9epYwEi,0.0396,0.602,0.948,1.43e-06,0.186,-3.372,0.0502,0.812,0,149.933
3QeEf7TMugwZkmn0hPmXio,0.0044,0.515,0.94,1.06e-05,0.23,-2.452,0.0478,0.284,0,150.051
01xdiGuSuIf5qZulm1uqkY,0.0191,0.459,0.941,0.0,0.371,-2.053,0.0777,0.399,0,155.023
0BAsf69u0gltlMFYMADpAn,0.132,0.319,0.865,0.0,0.135,-2.526,0.0415,0.0832,0,155.133
2oefmctoiEMHs6Cf6PmoHj,0.0267,0.557,0.981,0.0108,0.364,-4.375,0.137,0.364,0,149.904
3xeaR6dAHQHU6rtUPRK9tX,0.00171,0.292,0.947,0.593,0.191,-4.449,0.0906,0.0859,1,150.101
2jkoanGKXN9I3gfeYo4aph,0.0171,0.268,0.867,0.0,0.108,-4.439,0.0922,0.301,0,149.953
76e9eoJxKRoQhutO5CvDqX,0.00297,0.424,0.908,0.00106,0.0788,-4.443,0.235,0.0767,0,75.055
3V417nSM4Ilh0Tt5CqustV,0.00222,0.469,0.743,0.000111,0.276,-5.57,0.0272,0.481,0,86.953
2TZtQt10Ajm3wB4MoqluZj,1.25e-05,0.469,0.977,0.691,0.045,-5.458,0.0558,0.727,1,127.971
2dbOYFfS7r7NAzquRvji9A,0.00392,0.544,0.739,0.000143,0.168,-7.383,0.0517,0.328,1,118.287
7iOSeHfKU2EhSKcX7TbjKG,3.24e-05,0.491,0.95,1.75e-05,0.0698,-6.719,0.059,0.497,1,146.007
2cyJkqB2OYHwWWvKGtrJ0r,7.75e-05,0.466,0.912,0.00294,0.284,-5.141,0.0466,0.661,0,136.035
5AC6aY9RpZDmOIpDy75n3U,1.77e-05,0.443,0.972,0.318,0.334,-5.367,0.0715,0.408,0,91.074
53h1ZSLWi8hVWF9DWKNXVh,0.000931,0.552,0.864,0.0199,0.0856,-6.523,0.0375,0.898,0,140.986
1kKzLv3w7I5NXzEtWkSzi4,1.44e-05,0.462,0.935,0.0415,0.111,-5.215,0.0417,0.721,0,139.961
249XHhBxBOblTCYStaC27L,0.000429,0.548,0.904,0.0842,0.37,-5.197,0.03,0.342,1,129.016
1KyA5lXW7cAgMLwxRdVAu3,0.000719,0.612,0.822,0.00019,0.14,-6.418,0.0428,0.686,1,128.018
2tTmW7RDtMQtBk7m2rYeSw,0.0125,0.621,0.782,0.033,0.23,-5.548,0.044,0.55,1,128.033
4C6Uex2ILwJi9sZXRdmqXp,0.0645,0.95,0.891,1.77e-05,0.309,-2.653,0.241,0.912,1,133.01
3F5CgOj3wFlRv51JsHbxhe,0.000307,0.529,0.673,2.41e-06,0.093,-4.711,0.175,0.366,1,165.921
38T0tPVZHcPZyhtOcCP7pF,0.148,0.637,0.715,0.0,0.0892,-4.971,0.0455,0.308,0,141.872
5HCyWlXZPP0y6Gqq8TgA20,0.0383,0.591,0.764,0.0,0.103,-5.484,0.0483,0.478,1,169.928
27ZZdyTSQWI7Cug2d2PkqV,0.115,0.9,0.509,1.67e-06,0.0937,-6.647,0.257,0.765,1,100.007
1DIXPcTDzTj8ZMHt3PDt8p,0.0655,0.647,0.514,0.0,0.398,-10.05,0.0593,0.386,1,79.975
1PckUlxKqWQs3RlWXVBLw3,0.0995,0.836,0.743,0.0,0.335,-6.305,0.0656,0.722,0,108.966
59nOXPmaKlBfGMDeOVGrIK,0.314,0.463,0.642,0.0,0.0686,-4.474,0.34,0.339,1,83.389
7lQ8MOhq6IN2w8EYcFNSUk,0.00286,0.908,0.669,0.0,0.237,-2.827,0.0738,0.662,1,112.238
1q0wCfrE9eGFMzS2g8aVnx,0.76,0.351,0.21,0.000138,0.29,-14.838,0.0334,0.394,1,144.25
2LyRC7gfWFJd6JI5i8fTJe,0.247,0.428,0.701,0.0,0.154,-7.73,0.0658,0.918,1,170.419
0RbaD2rw0HmpfflXFH9DKu,0.517,0.644,0.468,0.0,0.162,-11.824,0.0953,0.959,1,159.498
0deAIqyKFFw55JDMGWTcdA,0.805,0.777,0.36,0.0,0.0756,-9.966,0.0401,0.887,1,140.962
4dim8F8t01qimHOmr6S3Gd,0.722,0.62,0.406,6.73e-06,0.114,-10.421,0.0281,0.695,1,101.489
7GgtarFx3ognXFQooZ3PyW,0.387,0.636,0.511,0.00035,0.211,-14.016,0.0389,0.769,1,167.37
4BcrWCZPXuoGU0SnAsJW1s,0.785,0.333,0.232,0.000548,0.252,-14.605,0.0366,0.398,1,144.788
6qMgx8ys4MNNxypaIvbG0i,0.594,0.43,0.173,0.000111,0.224,-18.597,0.0321,0.365,1,72.103
5gbm0aNo7eXNuOEkQi5m9B,0.725,0.504,0.298,0.0,0.0693,-10.719,0.0345,0.884,1,164.084
04bsExZXrwoRXYKKDWlTIU,0.95,0.349,0.273,6.21e-05,0.146,-11.443,0.0325,0.493,1,204.922
4zN21mbAuaD0WqtmaTZZeP,0.0127,0.847,0.69,6e-05,0.0526,-7.877,0.0493,0.692,0,125.004
7ef4DlsgrMEH11cDZd32M6,0.037,0.791,0.862,2.19e-05,0.0814,-3.24,0.11,0.592,0,123.994
3uUuGVFu1V7jTQL60S1r8z,0.515,0.671,0.636,0.000411,0.172,-8.117,0.103,0.262,0,120.966
10xV5l9nhLvFpR8mqzs0bL,0.121,0.912,0.774,0.0127,0.101,-4.673,0.0455,0.632,0,119.966
7fZBQnc0zXwVybgCIrQQil,0.0582,0.845,0.797,5.57e-06,0.167,-4.984,0.139,0.422,1,121.985
18asYwWugKjjsihZ0YvRxO,0.0301,0.754,0.763,2.23e-05,0.0901,-4.627,0.0435,0.464,0,117.953
6RUKPb4LETWmmr3iAEQktW,0.0498,0.617,0.635,1.44e-05,0.164,-6.769,0.0317,0.446,0,103.019
4qu63nuBpdn0qHUHuObEj1,0.00226,0.721,0.738,4.41e-06,0.118,-4.77,0.0403,0.637,1,119.976
1bgKMxPQU7JIZEhNsM1vFs,0.0245,0.739,0.586,0.000252,0.308,-5.079,0.0472,0.444,0,124.026
3rb0tMq42WfggucPm0HHkA,0.118,0.607,0.767,0.0,0.122,-6.069,0.0474,0.662,0,123.998
24BYTj1tb5ovZcnIbtdTYD,0.193,0.544,0.579,1.43e-05,0.117,-8.52,0.0712,0.294,1,109.769
7kzz52nsw2wy0LPQ84ynHE,0.629,0.702,0.372,0.0114,0.0972,-12.298,0.0478,0.189,1,114.077
4riVJ8dOg2QpIp3rdFh8kq,0.0202,0.766,0.572,0.0146,0.0554,-10.182,0.0433,0.231,0,119.952
0vp09QgBhShrQOL2w7P8k4,0.0978,0.456,0.461,0.815,0.102,-11.337,0.0593,0.119,1,155.008
0ieNx6I5yszUO7KuU4wTKN,0.00288,0.553,0.92,0.000141,0.113,-2.143,0.143,0.174,1,179.863
6mwHS78L18Da6HRO4HNo0i,0.513,0.587,0.267,0.0363,0.075,-14.936,0.0326,0.0388,0,115.201
11Hk2BLZPrCLeiisGhVDMB,0.957,0.427,0.306,0.944,0.153,-15.619,0.0331,0.177,1,88.062
320ePMZ8X0ugeffZk0wNzY,0.605,0.656,0.508,0.902,0.0787,-12.805,0.0372,0.103,0,113.002
0SDh7AAKlUSzzzXfuB1aVw,0.811,0.126,0.204,0.834,0.091,-21.014,0.0381,0.0393,0,79.158
1pIeEWK9jvhDPJtpeXaLwB,0.288,0.565,0.621,0.174,0.0887,-7.03,0.039,0.354,0,169.936
6VBhH7CyP56BXjp8VsDFPZ,0.572,0.577,0.574,0.0,0.1,-6.525,0.0278,0.436,1,94.009
0IGXY47K2ha3AHfX57wY1O,0.634,0.534,0.721,0.000877,0.1,-7.636,0.0427,0.439,1,112.062
72zHuDxFQTjbL51qJQSA7j,0.478,0.603,0.573,0.0,0.0971,-5.843,0.0502,0.236,1,82.941
5iCY0TXNImK4hyKfcplQsg,0.926,0.475,0.124,0.0,0.0972,-9.463,0.0444,0.19,1,94.42
0DXfJ2iKRDEG7rPgssWFea,0.27,0.524,0.758,0.13,0.106,-9.28,0.0538,0.319,1,140.012
5O932cZmzOZGOGZz9RHx20,0.697,0.534,0.481,0.0,0.142,-9.016,0.0412,0.293,0,124.914
7eQl3Yqv35ioqUfveKHitE,0.328,0.609,0.538,0.0,0.125,-7.842,0.0273,0.608,1,130.015
4Hv055xg1SZZgwwGBx8Cr5,0.371,0.54,0.796,0.00165,0.11,-7.538,0.0521,0.636,1,78.99
4bD9z9qa4qg9BhryvYWB7c,0.481,0.59,0.555,0.0,0.192,-6.861,0.0271,0.191,1,84.027
1smFN2CLqGROu0J0UyvDfL,0.784,0.483,0.468,0.0,0.152,-7.642,0.0341,0.319,1,135.875
5XeFesFbtLpXzIVDNQP22n,0.136,0.464,0.417,0.022,0.0974,-9.345,0.0256,0.479,0,67.528
27ZZdyTSQWI7Cug2d2PkqV,0.115,0.9,0.509,1.67e-06,0.0937,-6.647,0.257,0.765,1,100.007
4SqWKzw0CbA05TGszDgMlc,0.583,0.575,0.648,0.0,0.115,-4.891,0.0358,0.466,1,75.977
02MWAaffLxlfxAUY7c5dvx,0.44,0.761,0.525,6.7e-06,0.0921,-6.9,0.0944,0.531,1,80.87
5FVd6KXrgO9B3JPmC8OPst,0.186,0.548,0.532,0.000263,0.217,-7.596,0.0323,0.405,1,85.03
0BxE4FqsDD1Ot4YuBXwAPp,0.00287,0.526,0.866,7.78e-05,0.0945,-5.822,0.0568,0.248,1,140.266
086myS9r57YsLbJpU0TgK9,0.0483,0.691,0.631,1.13e-05,0.104,-6.478,0.0368,0.8,1,92.004
3Wrjm47oTz2sjIgck11l5e,0.127,0.714,0.8,0.0,0.359,-4.808,0.0504,0.589,0,134.002
7EkWXAI1wn8Ii883ecd9xr,3.84e-05,0.345,0.941,0.633,0.0511,-9.918,0.0466,0.407,1,179.626
6CDzDgIUqeDY5g8ujExx2f,0.44,0.761,0.525,6.7e-06,0.0921,-6.9,0.0944,0.531,1,80.87
02MWAaffLxlfxAUY7c5dvx,0.44,0.761,0.525,6.7e-06,0.0921,-6.9,0.0944,0.531,1,80.87
3Wrjm47oTz2sjIgck11l5e,0.127,0.714,0.8,0.0,0.359,-4.808,0.0504,0.589,0,134.002
7EkWXAI1wn8Ii883ecd9xr,3.84e-05,0.345,0.941,0.633,0.0511,-9.918,0.0466,0.407,1,179.626
6CDzDgIUqeDY5g8ujExx2f,0.44,0.761,0.525,6.7e-06,0.0921,-6.9,0.0944,0.531,1,80.87
1Ame8XTX6QHY0l0ahqUhgv,0.00151,0.519,0.595,0.0,0.0762,-5.001,0.0283,0.237,1,129.786
0yc6Gst2xkRu0eMLeRMGCX,0.0205,0.37,0.467,0.572,0.109,-9.013,0.0273,0.182,1,94.485
2vWBUC9djv6BtiGlmKiQaH,0.937,0.372,0.537,0.873,0.287,-7.623,0.0305,0.228,1,123.735
31AOj9sFz2gM0O3hMARRBx,0.179,0.666,0.855,1.2e-06,0.0987,-5.051,0.0295,0.803,0,125.639
6EtKlIQmGPB9SX8UjDJG5s,0.0448,0.574,0.664,0.0553,0.146,-6.068,0.0409,0.226,1,144.654
3USxtqRwSYz57Ewm6wWRMp,0.44,0.761,0.525,6.7e-06,0.0921,-6.9,0.0944,0.531,1,80.87
2bPGTMB5sFfFYQ2YvSmup0,5.54e-05,0.521,0.895,0.349,0.0985,-5.242,0.0442,0.237,1,120.117
6Nm8h73ycDG2saCnZV8poF,8.74e-05,0.591,0.963,0.000107,0.0781,-6.489,0.0531,0.609,0,125.03
5awDvzxWfd53SSrsRZ8pXO,0.00369,0.64,0.922,0.055,0.332,-6.283,0.0385,0.716,0,125.105
7CpbhqKUedOIrcvc94p60Y,0.00347,0.656,0.932,0.00147,0.144,-3.405,0.0708,0.544,0,130.936
5KTBaWu8IOczQ0sPWzZ7MY,0.0205,0.63,0.823,0.00458,0.0377,-4.857,0.0496,0.565,1,117.048
3gVhsZtseYtY1fMuyYq06F,0.0054,0.51,0.917,0.000133,0.396,-4.806,0.0854,0.313,0,75.098
514GW1c9Jn21KgZmO6mZIE,0.000415,0.447,0.901,0.000103,0.225,-5.397,0.0491,0.334,1,86.01
2aIB1CdRRG7YLBu9hNw9nR,0.000779,0.621,0.834,0.456,0.0611,-10.068,0.0557,0.937,0,143.973
2w7Ca8DNYXBCgA6Bht7o0N,0.00118,0.669,0.814,0.00131,0.0737,-5.375,0.0681,0.398,0,130.014
7j43FohbLVulScL7S9sQZk,0.000757,0.681,0.912,0.00136,0.359,-4.159,0.0912,0.479,1,125.031
1AN4ufCCVjezLyl6QBlFrq,0.97,0.101,0.103,0.93,0.0922,-20.407,0.0449,0.0334,1,83.575
26p4guqZWBNsBSLTifE1Dy,0.97,0.221,0.1,0.74,0.361,-24.182,0.0462,0.0489,1,71.551
2M4OCoJ5q4sYmItQ2YQcH8,0.00833,0.3,0.338,0.724,0.103,-8.869,0.032,0.0595,0,140.112
5lr9xsWCwPDtCsIkTGrk2H,0.977,0.455,0.0562,0.879,0.0983,-25.557,0.042,0.115,0,130.036
6yz2HojEuzMLx1yJoMYVSH,0.000853,0.419,0.95,0.679,0.112,-4.41,0.0847,0.105,0,95.065
4fJHpKk5xORT4CitGQjDuj,0.00635,0.497,0.654,7.27e-05,0.116,-6.033,0.132,0.413,1,160.469
0BHRumGwcRNsQQVueMzOEM,2.61e-05,0.418,0.942,0.00348,0.0664,-4.984,0.136,0.376,0,170.046
6FApg0v1OKUELGZIhq507U,0.169,0.0566,0.236,0.988,0.0953,-27.826,0.0622,0.0303,1,206.139
5UqiksDCnfm34lZqZSg4Xv,0.988,0.393,0.168,0.913,0.093,-18.882,0.0359,0.0398,0,60.071
1U64F3FMsryebYlNRW94VO,0.996,0.2,0.00871,0.901,0.103,-37.78,0.0515,0.106,1,69.984
6MdqqkQ8sSC0WB4i8PyRuQ,0.303,0.867,0.646,0.0,0.279,-4.674,0.288,0.67,0,88.634
5NQbUaeTEOGdD6hHcre0dZ,0.00256,0.618,0.717,0.0,0.625,-5.738,0.318,0.603,1,190.05
2d8JP84HNLKhmd6IYOoupQ,0.0244,0.746,0.873,0.0,0.354,-3.803,0.128,0.817,1,148.075
0VzBKgimNRMauaqzT2rEnS,0.12,0.817,0.8,3.9e-05,0.187,-4.475,0.108,0.534,1,90.016
493QaNbrvbEiQdPH9hDP6z,0.575,0.733,0.479,0.00053,0.0831,-9.27,0.301,0.485,0,88.742
58dGRQrNmAJeRMFuguUbvD,0.109,0.801,0.764,1.62e-05,0.247,-5.112,0.0986,0.578,1,89.999
3ESSGgWzRf1xvP7G5hHMhB,0.0062,0.748,0.733,0.0,0.329,-4.421,0.072,0.291,0,93.019
0Rj2yNpEvXOl8yn9UOuIRs,0.0612,0.729,0.894,0.0,0.36,-4.054,0.0798,0.757,1,101.053
7sd72KZS8D59g5NmhxyHpJ,0.0342,0.906,0.638,1.7e-05,0.0725,-7.917,0.256,0.789,0,99.959
1WoOzgvz6CgH4pX6a1RKGp,0.00419,0.748,0.741,0.0,0.147,-3.103,0.0531,0.537,1,128.077
7rU6Iebxzlvqy5t857bKFq,0.0747,0.648,0.875,9.64e-05,0.196,-5.141,0.034,0.857,0,102.517
16D5bGymrzpi9ZlnYXB5ql,0.000282,0.616,0.985,0.000144,0.111,-1.596,0.0825,0.44,1,109.978
2HEM4wcGP2nFT1Z2i6jtvo,0.000241,0.397,0.921,0.00167,0.348,-3.372,0.0763,0.215,1,112.606
1k42CHnoxIlqAJ81VE65Uc,0.366,0.49,0.777,0.0,0.139,-6.237,0.0384,0.427,1,144.81
4bY2oZGA5Br3pTE1Jd1IfY,0.484,0.555,0.941,0.0,0.266,-3.294,0.0481,0.813,0,92.487
6IVM1YYZq6K6NG6qqC26o4,0.00139,0.404,0.988,0.00419,0.125,-1.756,0.193,0.38,1,185.051
3RoHAivw8gRyzlWDsvbFTB,0.00831,0.502,0.953,0.0,0.432,-1.419,0.063,0.695,1,167.908
1c6C2wg7PRbPBRRUaEvheC,0.0469,0.634,0.988,0.000684,0.495,-0.201,0.043,0.91,1,128.022
7zuuWZo0MyOdG3VHg1Mgml,7.67e-05,0.371,0.985,0.0611,0.103,-1.759,0.142,0.275,1,185.009
43hAWgANUMvybp1zDBMrRf,0.00285,0.521,0.989,0.00116,0.346,-0.755,0.157,0.432,0,158.036
0o9zmvc5f3EFApU52PPIyW,0.166,0.6,0.76,4.09e-05,0.189,-6.124,0.0452,0.519,0,158.078
3khEEPRyBeOUabbmOPJzAG,0.00207,0.577,0.941,3.36e-06,0.0891,-5.17,0.105,0.292,1,101.921
2Dzzhb1oV5ckgOjWZLraIB,0.0307,0.733,0.598,1.7e-05,0.218,-9.453,0.0377,0.831,0,118.012
7v8wKvNQQIxkugCFFjrkaO,0.000627,0.367,0.896,0.0,0.207,-4.002,0.091,0.38,1,170.863
2l2yRJWgMiJkfPbRNiuC25,0.0505,0.494,0.986,4.41e-06,0.334,-2.262,0.243,0.421,1,175.003
6MdqqkQ8sSC0WB4i8PyRuQ,0.303,0.867,0.646,0.0,0.279,-4.674,0.288,0.67,0,88.634
4NaaF28BeO9WzjDrSS71Nz,0.0209,0.736,0.695,0.0,0.0517,-3.87,0.0468,0.784,1,109.976
7ajpbW6tBpqUI9foCtwlLw,0.0186,0.553,0.958,3.08e-05,0.297,-3.159,0.073,0.541,0,170.045
1zNXF2svmdlNxfS5XeNUgr,0.851,0.745,0.219,1.8e-05,0.0678,-11.216,0.0276,0.635,1,88.609
6MCjmGYlw6mQVWRFVgBRvB,0.00299,0.663,0.871,1.8e-06,0.337,-5.287,0.03,0.826,1,130.025
7v8wKvNQQIxkugCFFjrkaO,0.000627,0.367,0.896,0.0,0.207,-4.002,0.091,0.38,1,170.863
4NaaF28BeO9WzjDrSS71Nz,0.0209,0.736,0.695,0.0,0.0517,-3.87,0.0468,0.784,1,109.976
0qMip0B2D4ePEjBJvAtYre,0.00321,0.541,0.977,5.13e-05,0.0796,-2.828,0.157,0.263,0,134.938
7qOsSOpiL3R8RKyiBtIYNQ,0.0094,0.622,0.94,6.48e-06,0.0957,-4.997,0.0413,0.96,1,158.056
5m1i6hq7dmRlp3c1utE48L,0.011,0.419,0.75,0.0,0.159,-3.546,0.0316,0.436,1,145.867
1di1C0QI6Y92yZPYn6XYAZ,1.03e-05,0.436,0.934,0.14,0.321,-2.685,0.0507,0.384,1,91.481
1rN9QoVxw5U7TJkyaUR8C1,0.0495,0.508,0.889,0.0,0.0984,-2.755,0.0862,0.332,0,135.014
6k0X05danQOXSBTVek5DU1,5.62e-05,0.459,0.878,0.000307,0.371,-1.399,0.0688,0.494,0,144.852
2N4lCwOeFRX7qrbMPRcZ7d,0.00947,0.495,0.71,0.0,0.0577,-3.965,0.0606,0.609,1,147.955
05NYcsjJwOYq4jIiKPVj9p,0.00257,0.599,0.79,0.00181,0.312,-3.58,0.043,0.961,1,103.783
2grjqo0Frpf2okIBiifQKs,0.168,0.697,0.832,0.00131,0.269,-7.264,0.0298,0.979,1,125.926
1ko2lVN0vKGUl9zrU0qSlT,0.41,0.749,0.497,0.0499,0.0504,-12.609,0.105,0.585,0,95.818
1zNXF2svmdlNxfS5XeNUgr,0.851,0.745,0.219,1.8e-05,0.0678,-11.216,0.0276,0.635,1,88.609
6ztstiyZL6FXzh4aG46ZPD,0.0843,0.802,0.756,0.00765,0.0521,-10.791,0.0349,0.963,0,131.715
4Hhv2vrOTy89HFRcjU3QOx,0.547,0.274,0.348,0.0133,0.334,-8.631,0.0293,0.328,1,87.43
3NfxSdJnVdon1axzloJgba,0.478,0.592,0.355,0.0,0.0585,-14.051,0.0352,0.499,1,133.032
2ajUl8lBLAXOXNpG4NEPMz,0.753,0.713,0.639,0.0,0.0878,-5.529,0.0313,0.737,0,125.959
6jGnykaS6TkWp15utXSAeI,0.902,0.436,0.141,2.81e-06,0.126,-13.271,0.0308,0.146,1,76.64
1AM8QdDFZMq6SrrqUnuQ9P,0.533,0.535,0.548,1.48e-06,0.123,-6.51,0.037,0.477,1,115.144
1qCQTy0fTXerET4x8VHyr9,0.792,0.399,0.258,1.86e-06,0.128,-16.028,0.033,0.192,1,108.174
2gYj9lubBorOPIVWsTXugG,0.103,0.68,0.922,0.0,0.0877,-1.215,0.121,0.799,1,125.014
6tCd8bPvYnceDG7W9M1RMk,0.00269,0.813,0.657,0.0,0.183,-6.447,0.0372,0.651,1,110.053
0RDqNCRBGrSegk16Avfzuq,0.136,0.772,0.907,0.0,0.334,-2.438,0.124,0.783,0,119.973
1rDQ4oMwGJI7B4tovsBOxc,0.0254,0.905,0.563,9.71e-06,0.113,-6.135,0.102,0.324,1,106.998
5QDLhrAOJJdNAmCTJ8xMyW,0.0112,0.746,0.765,0.0,0.0936,-4.41,0.0993,0.737,0,114.044
7EyhPjrJzjx0fk2i7vUJCS,0.0119,0.794,0.719,0.0,0.276,-7.227,0.0761,0.69,1,90.016
