track_id,rating
7zbfS30vKiHU8oBs6Wi1Qp,4
1ArG5CS6TNjjvZFwzOgkl0,3
3khEEPRyBeOUabbmOPJzAG,3
0TrPqhAMoaKUFLR7iYDokf,3
19vHOEztscw79oJPjwzmS2,5
7Cd17G3oNQ34OWUwS8ZxfR,3
7DMPq3XndRJaj6NTINsLOz,4
78W4mTLIh4qoLu92W4IQhO,5
68UhlZZTXM6XHkW2geLree,4
5vHLwhxxlGzmClMcxRRFPr,4
0nOF9ewQlwzVU0qKPR2DTq,5
2kxsu1pjmfjAq4qsf52j87,5
7AqUE5AY514dbzeOAfJRa0,4
1Duym1lVQurgKHHSqpOWhY,5
1qosh64U6CR5ki1g1Rf2dZ,4
2tOOcDDYkh0PSjr6GwPEAJ,3
0y4c7qajdQDZ55PZ7RkwyG,3
6stn0schvLBMoRHsDeYiIi,3
0csHMdBheTvp9Oay1hM1WF,5
3rKYiySCDMUKTw5kGVVhaa,3
3WtIXrla0ovC9MOIY78Vr8,5
7AMGgAPFczs3wJgMqu6Eqi,3
6mXdCcFnPKQznj4CmMRmHC,4
2vY90tGYEHzIjKGjI48smn,4
2QqHAiFdDZKFJkr1xCV9dG,4
4CTZcAXWa0XFdyLSKSCheh,3
3UXHgrtANbsoWAn5DfUcz6,5
6W4qYHGBNIeKJPwFq3neX1,5
3dHxrn3dLyhOHGp16nUFWM,5
348NF6vX0Yh22xvH0EZEro,4
4Tz8G2vbDj5GF3FDBC2Pnd,5
05aOhqraGCEElAG5vvAtN5,3
1yFeci9dMqBobDPGJroWAZ,5
1bIZxrSkbxatnTo8ObcIxX,3
2Dzzhb1oV5ckgOjWZLraIB,5
1YlulsUKDduOmC7WxvXYPW,3
2WdAV1VqmllcEznKlVOFxG,4
4g29yTcJeT0Op12okfXkJh,2
16eNwSoWmJh5GSjN8ECmIp,3
1OBAWkIciXl8rmbKtrp9ZG,4
1NDxZ7cFAo481dtYWdrUnR,2
05CNnC9ugYgnJgg6fIgyeQ,5
11Ndi6W2TSe8f4jNRb0ZgO,5
4CeeEOM32jQcH3eN9Q2dGj,4
6RUKPb4LETWmmr3iAEQktW,4
1xU2QZ40MY4Ex2pfczZa9U,3
1fMvNeR48q6OmwviCZxvU4,4
6dUfUi14QkuIpGA0GFFPyC,4
2CPqh63wRVscbceKcPxwvv,4
7JJmb5XwzOO8jgpou264Ml,3
0u7b8p0mxUUNT7xeuYUtlP,3
6IjINOLuPnJFOKBXt0XzC8,5
6UelLqGlWMcVH1E5c4H7lY,3
3NxuezMdSLgt4OwHzBoUhL,2
6THwtgImf1ZAR2w3iknjeS,3
2OJpoFLYK2ZZdxbZX7t7ul,3
6iDsD6x15Rf8uqDkULBUXQ,3
65HcaAy1eQRr5pxVvVAqc5,5
2BgEsaKNfHUdlh97KmvFyo,3
5XGhwqu1TB391if1pD4lje,5
4Q8Xekfd9ihkVPCBxGK0ec,3
3wJHCry960drNlAUGrJLmz,4
45UVorDHdb5BugXpHjuorv,5
2JoRBbFJyKytt4y3D0HxQu,4
3entdIWiOuQfcXIkJEABsV,5
30HIJzJEUYcL9Qng15UeBo,5
