track_id,rating
04jt3FIji2EJUhun0UrNqR,5
3LLhE8SrCkXGLjZOFwEhVC,4
3CVeGXpoPKJQ9JuhPp3mpL,4
2rFRa1eJ8RqlINbJCZwdtt,4
0F2woEmPkBMafpMCmgKc6a,3
4dMGKGfaWMZNLQEjkd8lme,2
4MwsWZDbTS2vUwfiwKW3c1,5
38tXZcL1gZRfbqfOG0VMTH,3
19D8LNpWwIPpi6hs9BG7dq,3
0Ol7uhYjodbXAKKarXdn6r,4
6oNLSQX8bcAdbCElZYju3v,3
198zDKzyktXRG1PGpidY9h,5
0Md02V4hwKO5Vu5B7GD8tQ,4
0LcQLfS4gjaFyPReRdExtQ,4
5rp3c6ueLX4XjTeDS1RLjN,2
5kt0nWRnFWEeBUyLWSYnkd,5
3YB8sWCxfQyjevEwCrWdiU,4
04HGddGSz9qgxiFJkR7oMy,4
30HIJzJEUYcL9Qng15UeBo,3
2vDkR3ctidSd17d2CygVzS,3
78yHTvGfbDGL2XYAEkcqKH,3
5bdmWBCaiaHk2HbqKOXLyJ,3
1x1oCGsFUDViOvcISuoKW0,2
0djkJ3iAARXRCbfbwwVc3o,3
3pDGJRDN3p6kCNZcD97FYY,4
2oBMZYteeO8DyXV9gDx6Za,5
3P3UA61WRQqwCXaoFOTENd,2
4YvtgtEH5E1pahZu9uzKRy,2
1hV2SwB1pcFXZgYG9Sq2J7,2
7KavHYqoVFNB3IUXfs5gvP,3
6JjydtOl3rysvM2prpCBaf,2
0Q5VnK2DYzRyfqQRJuUtvi,4
5wxYxygyHpbgv0EXZuqb9V,4
1qosh64U6CR5ki1g1Rf2dZ,3
7yRW1NpgQzFDQbkHat2lxQ,4
3qnOJbyOsX43KmlGYytEFL,4
5juCu4WFTFRZ2XilopAMTy,3
7xu4eZbetgidyJmoZbwPsk,3
5gA9Xn8oPts2aewPgxVkPD,4
0jFHMDRXxKaREor3hBEEST,4
77WBsNSTTDrp7rkZEsbAcv,5
73zHOJRs3EE5aoXCP5frSh,4
4v62eKhSpKkzWVIirLxlDa,5
3Ml2s37uS9jqRM2R3bfDiB,3
41lw42I7uyqwPEQOPZwcOG,4
1MtCOuTy3B6fU72LQPvg16,3
1Zv6zo71iDXH07Lin7hxMg,4
0bYg9bo50gSsH3LtXe2SQn,2
2FRnf9qhLbvw8fu4IBXx78,3
0lizgQ7Qw35od7CYaoMBZb,3
2JoRBbFJyKytt4y3D0HxQu,4
0EhdXt3y460mTRsi97Pyk5,3
3BMAWsBp4jc35mCmebC3WT,4
2LwH6T39A5IODRgPv9XitR,5
049uXN76j7jCn0OrQiSDCm,3
5Sze0gwqDqO2BEEIQpxkDa,3
0DQuWJSAblPRS30fCzEGmD,4
6cqH1q7g5GeRVQVMK1Vc7f,3
4ytyLpIwUXbdFsNOvgNnmP,3
5ZkITfPpcNPnyYGTibkO6m,4
7rXcCpIAoOUCydkVDMcoPV,5
49euWwcjQTzVCynY53tvH5,5
76do9IBWqoiwV3EyoP25Le,3
1ukyvyEeSg1odSQvhlRAIU,3
2Y4iTaIAamhYPyZcOdfL3g,4
2KuM7FdEwINp9yoabeQD4Q,3
10osoHseqlMcDwvYxVbYRe,2
0c2Yg75sFgD0hWhRq4voAn,4
0x50cQ1pZeV4xl737GhKBk,5
0hqj5JBnFt1BHEz2UCFwrl,4
2d8SroyKXwJBtnJ0tZepcQ,3
2ppAfCQmvlN9ym0P9563dX,2
5gklZRmeV20l6cRdHBZBwW,3
6qcStcFkvl3XmlO5dNVeTJ,4
7L81PqO3zKKPsfO7jfyvus,4
5jp969JsOEJSuRYPZzXnYF,2
2gN7FWVu7rq1MxJ7DGjhtb,5
2IZ6fFOq5d8lT0CxLDcxKz,4
2fQdK9TqM1mCURsjEcT0ly,3
0QngtucRGPxyaTQ9u47UnN,2
23QEjYBflCF26fzUppQTrv,5
7LFwi4RolcCPnVEXXXVfQP,4
3AtYSKkZ75F7z0fi03pKuq,5
23wVB9x79s921M2Bbu2SB3,5
4pvqqKqEC5GoBca08g2gTb,3
53SSnDsAYRJX0dVtnyJbwX,5
7b2Ppk9bjhT1EFnRNb7mxL,5
3MBgeCKgL42CYmOofICuKI,4
4j3DUUuIMWqSa4e0R1sMp9,4
3YxK7NqMCWDpmrQ82Wvx25,4
28GE60KLxobidYzuUHW6iI,4
7gjNxZa0eOEFLY1So9s3fC,3
7K0qoyK48Um3llVR4TH0rI,4
1jbHCJ8EtvoKfMMYy3bAlN,5
4ZtxMLkrwisNoHKVKmO4gA,5
3Ul9cvsm5KTGNvO5SAYH97,3
4OqRMlyNvV36bP1DtJFp4t,4
3RmwOvD5VBSsqSES1GsFX6,4
5Kkfm2cTiDGmxVcG7huRCh,4
5BqwC9kOBbqYkzdOKeXFFk,3
1deQhoZakgMT5fw0t9zliD,2
4SPZfnF7tn4Sfcv3iTjKCu,3
1RTW9UthqmZwr8Od6CH4i8,3
5MGZPn7QWGD3DTmPyrpj79,3
57oDPVvNldgc6setk832Ev,3
0nQob1H2edYIRTuEBD0Z38,4
08NeKzNpojEoIjiGVVZMh4,3
17gXggYxNjopMUZtXRcNnV,4
6lDpdjzXfBHBnfy95qROol,4
3NAPc6tSKinZaEMLyhU2Rp,2
0fGbon58TJAGc3wNRkAUKV,4
7inQDe2WZMQ7HLHBbdMFN4,4
6oVM1RVHjDTvGlzj2V2Qvy,3
7Cd17G3oNQ34OWUwS8ZxfR,4
6uPyPOSTwYCgPjYINvXUKl,3
5m6U35nlhyEeVuemPykrs2,4
4NaaF28BeO9WzjDrSS71Nz,3
3NIGm9vJyfBuuFAvQQki87,3
5JxgWm6SDiZTvCwrsN1jOe,4
6DfAkq1wKXP3FTXarilD8f,3
1RjkoHUApBadgzeIHSqipa,3
08UZjYR1rZNMFR8HJQslfp,4
4iuZXtkUYLkJNTZRRQ3mZM,3
2oKgMk4CLsKcsMaM1wMDBz,3
4u7owmZCgtCiuzoUYufdnf,3
5Tfrww1bUFKgE7HjZFw7OG,5
5xsKPFlkGI5YDjOS7GtIAL,4
0ZRkbsCM7ApBvtmUor0wQi,5
04i9Vj8UP8de5sGp8HWD9e,4
3Y6t7yAMsln9xMP37ZIXyC,4
